crawled_count,saved_count,category,virtual_web_count,target_len,timestamp
150,1,education,21,9.125,1700764734854047387
150,0,Agriculture,21,9.125,1700764734854047387
150,1,technology,21,9.125,1700764734854047387
150,0,transport,21,9.125,1700764734854047387
150,3,climate_environment,21,9.125,1700764734854047387
150,11,finance,21,9.125,1700764734854047387
160,0,health,21,9.125,1700764744472608629
160,1,education,21,9.125,1700764744472608629
160,0,Agriculture,21,9.125,1700764744472608629
160,1,technology,21,9.125,1700764744472608629
160,0,transport,21,9.125,1700764744472608629
160,3,climate_environment,21,9.125,1700764744472608629
160,11,finance,21,9.125,1700764744472608629
170,0,health,21,9.125,1700764754785005742
170,1,education,21,9.125,1700764754785005742
170,0,Agriculture,21,9.125,1700764754785005742
170,1,technology,21,9.125,1700764754785005742
170,0,transport,21,9.125,1700764754785005742
170,3,climate_environment,21,9.125,1700764754785005742
170,11,finance,21,9.125,1700764754785005742
180,1,health,21,9.777777777777779,1700764766598144527
180,1,education,21,9.777777777777779,1700764766598144527
180,1,Agriculture,21,9.777777777777779,1700764766598144527
180,1,technology,21,9.777777777777779,1700764766598144527
180,0,transport,21,9.777777777777779,1700764766598144527
180,3,climate_environment,21,9.777777777777779,1700764766598144527
180,11,finance,21,9.777777777777779,1700764766598144527
190,1,health,21,9.473684210526315,1700764776114013848
190,1,education,21,9.473684210526315,1700764776114013848
190,1,Agriculture,21,9.473684210526315,1700764776114013848
190,1,technology,21,9.473684210526315,1700764776114013848
190,0,transport,21,9.473684210526315,1700764776114013848
190,3,climate_environment,21,9.473684210526315,1700764776114013848
190,12,finance,21,9.473684210526315,1700764776114013848
200,1,health,21,9.85,1700764787783905771
200,1,education,21,9.85,1700764787783905771
200,1,Agriculture,21,9.85,1700764787783905771
