crawled_count,saved_count,category,virtual_web_count,target_len,timestamp
200,1,technology,21,9.85,1700764787783905771
200,0,transport,21,9.85,1700764787783905771
200,3,climate_environment,21,9.85,1700764787783905771
200,13,finance,21,9.85,1700764787783905771
210,1,health,21,9.85,1700764800121495179
210,1,education,21,9.85,1700764800121495179
210,1,Agriculture,21,9.85,1700764800121495179
210,1,technology,21,9.85,1700764800121495179
210,0,transport,21,9.85,1700764800121495179
210,3,climate_environment,21,9.85,1700764800121495179
210,13,finance,21,9.85,1700764800121495179
220,1,health,21,9.85,1700764811109606013
220,1,education,21,9.85,1700764811109606013
220,1,Agriculture,21,9.85,1700764811109606013
220,1,technology,21,9.85,1700764811109606013
220,0,transport,21,9.85,1700764811109606013
220,3,climate_environment,21,9.85,1700764811109606013
220,13,finance,21,9.85,1700764811109606013
230,1,health,21,9.85,1700764820646337926
230,1,education,21,9.85,1700764820646337926
230,1,Agriculture,21,9.85,1700764820646337926
230,1,technology,21,9.85,1700764820646337926
230,0,transport,21,9.85,1700764820646337926
230,3,climate_environment,21,9.85,1700764820646337926
230,13,finance,21,9.85,1700764820646337926
240,1,health,21,9.85,1700764830091338744
240,1,education,21,9.85,1700764830091338744
240,1,Agriculture,21,9.85,1700764830091338744
240,1,technology,21,9.85,1700764830091338744
240,0,transport,21,9.85,1700764830091338744
240,3,climate_environment,21,9.85,1700764830091338744
240,13,finance,21,9.85,1700764830091338744
250,1,health,21,11.318181818181818,1700764847755439814
250,1,education,21,11.318181818181818,1700764847755439814
250,1,Agriculture,21,11.318181818181818,1700764847755439814
250,1,technology,21,11.318181818181818,1700764847755439814
250,0,transport,21,11.318181818181818,1700764847755439814
250,5,climate_environment,21,11.318181818181818,1700764847755439814
250,13,finance,21,11.318181818181818,1700764847755439814
260,1,health,21,10.708333333333334,1700764868367493633
260,2,education,21,10.708333333333334,1700764868367493633
260,1,Agriculture,21,10.708333333333334,1700764868367493633
260,1,technology,21,10.708333333333334,1700764868367493633
260,0,transport,21,10.708333333333334,1700764868367493633
260,6,climate_environment,21,10.708333333333334,1700764868367493633
260,13,finance,21,10.708333333333334,1700764868367493633
270,1,health,42,10.708333333333334,1700764878457683277
270,2,education,42,10.708333333333334,1700764878457683277
270,1,Agriculture,42,10.708333333333334,1700764878457683277
270,1,technology,42,10.708333333333334,1700764878457683277
270,0,transport,42,10.708333333333334,1700764878457683277
270,6,climate_environment,42,10.708333333333334,1700764878457683277
270,13,finance,42,10.708333333333334,1700764878457683277
280,1,health,42,0.4683333333333334,1703553326882003711
280,2,education,42,0.4683333333333334,1703553326882003711
280,2,Agriculture,42,0.4683333333333334,1703553326882003711
280,1,technology,42,0.4683333333333334,1703553326882003711
280,0,transport,42,0.4683333333333334,1703553326882003711
280,6,climate_environment,42,0.4683333333333334,1703553326882003711
280,13,finance,42,0.4683333333333334,1703553326882003711
290,1,health,42,0.4683333333333334,1703553336458811918
290,2,education,42,0.4683333333333334,1703553336458811918
290,2,Agriculture,42,0.4683333333333334,1703553336458811918
290,1,technology,42,0.4683333333333334,1703553336458811918
290,0,transport,42,0.4683333333333334,1703553336458811918
290,6,climate_environment,42,0.4683333333333334,1703553336458811918
290,13,finance,42,0.4683333333333334,1703553336458811918
300,1,health,42,1.3225308641975309,1703553353949708389
300,3,education,42,1.3225308641975309,1703553353949708389
300,2,Agriculture,42,1.3225308641975309,1703553353949708389
300,2,technology,42,1.3225308641975309,1703553353949708389
300,0,transport,42,1.3225308641975309,1703553353949708389
300,6,climate_environment,42,1.3225308641975309,1703553353949708389
300,13,finance,42,1.3225308641975309,1703553353949708389
310,1,health,42,1.3225308641975309,1703553364763185891
310,3,education,42,1.3225308641975309,1703553364763185891
310,2,Agriculture,42,1.3225308641975309,1703553364763185891
310,2,technology,42,1.3225308641975309,1703553364763185891
310,0,transport,42,1.3225308641975309,1703553364763185891
310,6,climate_environment,42,1.3225308641975309,1703553364763185891
310,13,finance,42,1.3225308641975309,1703553364763185891
320,1,health,42,1.3225308641975309,1703553375718980327
320,3,education,42,1.3225308641975309,1703553375718980327
320,2,Agriculture,42,1.3225308641975309,1703553375718980327
320,2,technology,42,1.3225308641975309,1703553375718980327
320,0,transport,42,1.3225308641975309,1703553375718980327
320,6,climate_environment,42,1.3225308641975309,1703553375718980327
320,13,finance,42,1.3225308641975309,1703553375718980327
330,1,health,42,2.2395833333333335,1703553390620257296
330,3,education,42,2.2395833333333335,1703553390620257296
330,2,Agriculture,42,2.2395833333333335,1703553390620257296
330,2,technology,42,2.2395833333333335,1703553390620257296
330,0,transport,42,2.2395833333333335,1703553390620257296
330,6,climate_environment,42,2.2395833333333335,1703553390620257296
330,14,finance,42,2.2395833333333335,1703553390620257296
340,1,health,42,2.6106321839080464,1703553400820817186
340,3,education,42,2.6106321839080464,1703553400820817186
340,2,Agriculture,42,2.6106321839080464,1703553400820817186
340,2,technology,42,2.6106321839080464,1703553400820817186
340,0,transport,42,2.6106321839080464,1703553400820817186
340,6,climate_environment,42,2.6106321839080464,1703553400820817186
340,15,finance,42,2.6106321839080464,1703553400820817186
350,1,health,42,2.6106321839080464,1703553412385090253
350,3,education,42,2.6106321839080464,1703553412385090253
350,2,Agriculture,42,2.6106321839080464,1703553412385090253
350,2,technology,42,2.6106321839080464,1703553412385090253
350,0,transport,42,2.6106321839080464,1703553412385090253
350,6,climate_environment,42,2.6106321839080464,1703553412385090253
350,15,finance,42,2.6106321839080464,1703553412385090253
360,1,health,42,3.216397849462366,1703553424085090205
360,3,education,42,3.216397849462366,1703553424085090205
360,2,Agriculture,42,3.216397849462366,1703553424085090205
360,2,technology,42,3.216397849462366,1703553424085090205
360,0,transport,42,3.216397849462366,1703553424085090205
360,7,climate_environment,42,3.216397849462366,1703553424085090205
360,16,finance,42,3.216397849462366,1703553424085090205
370,1,health,42,3.209635416666667,1703553436653908222
370,3,education,42,3.209635416666667,1703553436653908222
370,2,Agriculture,42,3.209635416666667,1703553436653908222
370,2,technology,42,3.209635416666667,1703553436653908222
370,0,transport,42,3.209635416666667,1703553436653908222
370,7,climate_environment,42,3.209635416666667,1703553436653908222
370,17,finance,42,3.209635416666667,1703553436653908222
380,1,health,42,3.462009803921569,1703553445572192690
380,3,education,42,3.462009803921569,1703553445572192690
380,2,Agriculture,42,3.462009803921569,1703553445572192690
380,2,technology,42,3.462009803921569,1703553445572192690
380,0,transport,42,3.462009803921569,1703553445572192690
380,9,climate_environment,42,3.462009803921569,1703553445572192690
380,17,finance,42,3.462009803921569,1703553445572192690
390,1,health,42,3.462009803921569,1703553454004431464
390,3,education,42,3.462009803921569,1703553454004431464
390,2,Agriculture,42,3.462009803921569,1703553454004431464
390,2,technology,42,3.462009803921569,1703553454004431464
390,0,transport,42,3.462009803921569,1703553454004431464
390,9,climate_environment,42,3.462009803921569,1703553454004431464
390,17,finance,42,3.462009803921569,1703553454004431464
400,1,health,42,3.462009803921569,1703553464037353026
400,3,education,42,3.462009803921569,1703553464037353026
400,2,Agriculture,42,3.462009803921569,1703553464037353026
400,2,technology,42,3.462009803921569,1703553464037353026
400,0,transport,42,3.462009803921569,1703553464037353026
400,9,climate_environment,42,3.462009803921569,1703553464037353026
400,17,finance,42,3.462009803921569,1703553464037353026
410,1,health,42,3.462009803921569,1703553476173202227
410,3,education,42,3.462009803921569,1703553476173202227
410,2,Agriculture,42,3.462009803921569,1703553476173202227
410,2,technology,42,3.462009803921569,1703553476173202227
410,0,transport,42,3.462009803921569,1703553476173202227
410,9,climate_environment,42,3.462009803921569,1703553476173202227
410,17,finance,42,3.462009803921569,1703553476173202227
420,1,health,42,4.3530092592592595,1703553485736987573
420,3,education,42,4.3530092592592595,1703553485736987573
420,2,Agriculture,42,4.3530092592592595,1703553485736987573
420,2,technology,42,4.3530092592592595,1703553485736987573
420,0,transport,42,4.3530092592592595,1703553485736987573
420,9,climate_environment,42,4.3530092592592595,1703553485736987573
420,19,finance,42,4.3530092592592595,1703553485736987573
430,1,health,42,4.351495726495727,1703553496302121829
430,3,education,42,4.351495726495727,1703553496302121829
430,2,Agriculture,42,4.351495726495727,1703553496302121829
430,2,technology,42,4.351495726495727,1703553496302121829
430,0,transport,42,4.351495726495727,1703553496302121829
430,9,climate_environment,42,4.351495726495727,1703553496302121829
430,22,finance,42,4.351495726495727,1703553496302121829
440,1,health,42,4.183531746031746,1703553510558539584
440,3,education,42,4.183531746031746,1703553510558539584
440,2,Agriculture,42,4.183531746031746,1703553510558539584
440,2,technology,42,4.183531746031746,1703553510558539584
440,0,transport,42,4.183531746031746,1703553510558539584
440,9,climate_environment,42,4.183531746031746,1703553510558539584
440,25,finance,42,4.183531746031746,1703553510558539584
450,2,health,42,4.288825757575758,1703553525088890047
450,3,education,42,4.288825757575758,1703553525088890047
450,2,Agriculture,42,4.288825757575758,1703553525088890047
450,2,technology,42,4.288825757575758,1703553525088890047
450,0,transport,42,4.288825757575758,1703553525088890047
450,9,climate_environment,42,4.288825757575758,1703553525088890047
450,26,finance,42,4.288825757575758,1703553525088890047
460,2,health,63,4.014455782312925,1703553534441953632
460,3,education,63,4.014455782312925,1703553534441953632
460,2,Agriculture,63,4.014455782312925,1703553534441953632
460,2,technology,63,4.014455782312925,1703553534441953632
460,0,transport,63,4.014455782312925,1703553534441953632
460,9,climate_environment,63,4.014455782312925,1703553534441953632
460,31,finance,63,4.014455782312925,1703553534441953632
470,2,health,63,4.014455782312925,1703553543055419608
470,3,education,63,4.014455782312925,1703553543055419608
470,2,Agriculture,63,4.014455782312925,1703553543055419608
470,2,technology,63,4.014455782312925,1703553543055419608
470,0,transport,63,4.014455782312925,1703553543055419608
470,9,climate_environment,63,4.014455782312925,1703553543055419608
470,31,finance,63,4.014455782312925,1703553543055419608
480,2,health,63,4.229575163398693,1703553552042785253
480,3,education,63,4.229575163398693,1703553552042785253
480,2,Agriculture,63,4.229575163398693,1703553552042785253
480,2,technology,63,4.229575163398693,1703553552042785253
480,0,transport,63,4.229575163398693,1703553552042785253
480,9,climate_environment,63,4.229575163398693,1703553552042785253
480,33,finance,63,4.229575163398693,1703553552042785253
490,2,health,63,4.321314102564103,1703553560539615561
490,3,education,63,4.321314102564103,1703553560539615561
490,2,Agriculture,63,4.321314102564103,1703553560539615561
490,2,technology,63,4.321314102564103,1703553560539615561
490,0,transport,63,4.321314102564103,1703553560539615561
490,9,climate_environment,63,4.321314102564103,1703553560539615561
490,34,finance,63,4.321314102564103,1703553560539615561
500,2,health,63,4.522798742138365,1703553568706229962
500,3,education,63,4.522798742138365,1703553568706229962
500,2,Agriculture,63,4.522798742138365,1703553568706229962
500,2,technology,63,4.522798742138365,1703553568706229962
500,0,transport,63,4.522798742138365,1703553568706229962
500,9,climate_environment,63,4.522798742138365,1703553568706229962
500,35,finance,63,4.522798742138365,1703553568706229962
510,2,health,63,4.522798742138365,1703553577889073692
510,3,education,63,4.522798742138365,1703553577889073692
510,2,Agriculture,63,4.522798742138365,1703553577889073692
510,2,technology,63,4.522798742138365,1703553577889073692
510,0,transport,63,4.522798742138365,1703553577889073692
510,9,climate_environment,63,4.522798742138365,1703553577889073692
510,35,finance,63,4.522798742138365,1703553577889073692
520,2,health,63,4.522798742138365,1703553591517013162
520,3,education,63,4.522798742138365,1703553591517013162
520,2,Agriculture,63,4.522798742138365,1703553591517013162
520,2,technology,63,4.522798742138365,1703553591517013162
520,0,transport,63,4.522798742138365,1703553591517013162
520,9,climate_environment,63,4.522798742138365,1703553591517013162
520,35,finance,63,4.522798742138365,1703553591517013162
530,2,health,63,4.522798742138365,1703553600046378338
530,3,education,63,4.522798742138365,1703553600046378338
530,2,Agriculture,63,4.522798742138365,1703553600046378338
530,2,technology,63,4.522798742138365,1703553600046378338
530,0,transport,63,4.522798742138365,1703553600046378338
530,9,climate_environment,63,4.522798742138365,1703553600046378338
530,35,finance,63,4.522798742138365,1703553600046378338
540,2,health,63,4.522798742138365,1703553609043926350
540,3,education,63,4.522798742138365,1703553609043926350
540,2,Agriculture,63,4.522798742138365,1703553609043926350
540,2,technology,63,4.522798742138365,1703553609043926350
540,0,transport,63,4.522798742138365,1703553609043926350
540,9,climate_environment,63,4.522798742138365,1703553609043926350
540,35,finance,63,4.522798742138365,1703553609043926350
550,2,health,63,4.522798742138365,1703553620242795539
550,3,education,63,4.522798742138365,1703553620242795539
550,2,Agriculture,63,4.522798742138365,1703553620242795539
550,2,technology,63,4.522798742138365,1703553620242795539
550,0,transport,63,4.522798742138365,1703553620242795539
550,9,climate_environment,63,4.522798742138365,1703553620242795539
550,35,finance,63,4.522798742138365,1703553620242795539
560,3,health,63,5.431060606060607,1703553631620618362
560,3,education,63,5.431060606060607,1703553631620618362
560,3,Agriculture,63,5.431060606060607,1703553631620618362
560,2,technology,63,5.431060606060607,1703553631620618362
560,0,transport,63,5.431060606060607,1703553631620618362
560,9,climate_environment,63,5.431060606060607,1703553631620618362
560,35,finance,63,5.431060606060607,1703553631620618362
570,3,health,63,5.431060606060607,1703553644717764264
570,3,education,63,5.431060606060607,1703553644717764264
570,3,Agriculture,63,5.431060606060607,1703553644717764264
570,2,technology,63,5.431060606060607,1703553644717764264
570,0,transport,63,5.431060606060607,1703553644717764264
570,9,climate_environment,63,5.431060606060607,1703553644717764264
570,35,finance,63,5.431060606060607,1703553644717764264
580,3,health,63,5.566220238095239,1703553662379323930
580,3,education,63,5.566220238095239,1703553662379323930
580,3,Agriculture,63,5.566220238095239,1703553662379323930
580,2,technology,63,5.566220238095239,1703553662379323930
580,0,transport,63,5.566220238095239,1703553662379323930
580,9,climate_environment,63,5.566220238095239,1703553662379323930
580,36,finance,63,5.566220238095239,1703553662379323930
590,3,health,63,5.731725146198831,1703553678175404711
590,3,education,63,5.731725146198831,1703553678175404711
590,3,Agriculture,63,5.731725146198831,1703553678175404711
590,3,technology,63,5.731725146198831,1703553678175404711
590,0,transport,63,5.731725146198831,1703553678175404711
590,9,climate_environment,63,5.731725146198831,1703553678175404711
590,36,finance,63,5.731725146198831,1703553678175404711
600,3,health,63,5.770833333333334,1703553690119126275
600,3,education,63,5.770833333333334,1703553690119126275
600,3,Agriculture,63,5.770833333333334,1703553690119126275
600,3,technology,63,5.770833333333334,1703553690119126275
600,0,transport,63,5.770833333333334,1703553690119126275
600,10,climate_environment,63,5.770833333333334,1703553690119126275
600,36,finance,63,5.770833333333334,1703553690119126275
610,3,health,63,5.770833333333334,1703553700494950024
610,3,education,63,5.770833333333334,1703553700494950024
610,3,Agriculture,63,5.770833333333334,1703553700494950024
610,3,technology,63,5.770833333333334,1703553700494950024
610,0,transport,63,5.770833333333334,1703553700494950024
610,10,climate_environment,63,5.770833333333334,1703553700494950024
610,36,finance,63,5.770833333333334,1703553700494950024
620,3,health,63,5.770833333333334,1703553709366606167
620,3,education,63,5.770833333333334,1703553709366606167
620,3,Agriculture,63,5.770833333333334,1703553709366606167
620,3,technology,63,5.770833333333334,1703553709366606167
620,0,transport,63,5.770833333333334,1703553709366606167
620,10,climate_environment,63,5.770833333333334,1703553709366606167
620,36,finance,63,5.770833333333334,1703553709366606167
630,3,health,63,5.770833333333334,1703553718472969495
630,3,education,63,5.770833333333334,1703553718472969495
630,3,Agriculture,63,5.770833333333334,1703553718472969495
630,3,technology,63,5.770833333333334,1703553718472969495
630,0,transport,63,5.770833333333334,1703553718472969495
630,10,climate_environment,63,5.770833333333334,1703553718472969495
630,36,finance,63,5.770833333333334,1703553718472969495
640,3,health,63,5.770833333333334,1703553728018947639
640,3,education,63,5.770833333333334,1703553728018947639
640,3,Agriculture,63,5.770833333333334,1703553728018947639
640,3,technology,63,5.770833333333334,1703553728018947639
640,0,transport,63,5.770833333333334,1703553728018947639
640,10,climate_environment,63,5.770833333333334,1703553728018947639
640,36,finance,63,5.770833333333334,1703553728018947639
650,3,health,63,5.770833333333334,1703553737682729828
650,3,education,63,5.770833333333334,1703553737682729828
650,3,Agriculture,63,5.770833333333334,1703553737682729828
650,3,technology,63,5.770833333333334,1703553737682729828
650,0,transport,63,5.770833333333334,1703553737682729828
650,10,climate_environment,63,5.770833333333334,1703553737682729828
650,36,finance,63,5.770833333333334,1703553737682729828
660,3,health,63,5.770833333333334,1703553746995833689
660,3,education,63,5.770833333333334,1703553746995833689
660,3,Agriculture,63,5.770833333333334,1703553746995833689
660,3,technology,63,5.770833333333334,1703553746995833689
660,0,transport,63,5.770833333333334,1703553746995833689
660,10,climate_environment,63,5.770833333333334,1703553746995833689
660,36,finance,63,5.770833333333334,1703553746995833689
670,3,health,63,6.825564971751413,1703553757183760177
670,3,education,63,6.825564971751413,1703553757183760177
670,3,Agriculture,63,6.825564971751413,1703553757183760177
670,3,technology,63,6.825564971751413,1703553757183760177
670,0,transport,63,6.825564971751413,1703553757183760177
670,11,climate_environment,63,6.825564971751413,1703553757183760177
670,36,finance,63,6.825564971751413,1703553757183760177
680,3,health,63,6.825564971751413,1703553766658052213
680,3,education,63,6.825564971751413,1703553766658052213
680,3,Agriculture,63,6.825564971751413,1703553766658052213
680,3,technology,63,6.825564971751413,1703553766658052213
680,0,transport,63,6.825564971751413,1703553766658052213
680,11,climate_environment,63,6.825564971751413,1703553766658052213
680,36,finance,63,6.825564971751413,1703553766658052213
690,3,health,63,6.92964480874317,1703553776771486727
690,3,education,63,6.92964480874317,1703553776771486727
690,3,Agriculture,63,6.92964480874317,1703553776771486727
690,3,technology,63,6.92964480874317,1703553776771486727
690,0,transport,63,6.92964480874317,1703553776771486727
690,13,climate_environment,63,6.92964480874317,1703553776771486727
690,36,finance,63,6.92964480874317,1703553776771486727
700,3,health,63,6.92964480874317,1703553786470866842
700,3,education,63,6.92964480874317,1703553786470866842
700,3,Agriculture,63,6.92964480874317,1703553786470866842
700,3,technology,63,6.92964480874317,1703553786470866842
700,0,transport,63,6.92964480874317,1703553786470866842
700,13,climate_environment,63,6.92964480874317,1703553786470866842
700,36,finance,63,6.92964480874317,1703553786470866842
710,3,health,63,6.92964480874317,1703553795627491520
710,3,education,63,6.92964480874317,1703553795627491520
710,3,Agriculture,63,6.92964480874317,1703553795627491520
710,3,technology,63,6.92964480874317,1703553795627491520
710,0,transport,63,6.92964480874317,1703553795627491520
710,13,climate_environment,63,6.92964480874317,1703553795627491520
710,36,finance,63,6.92964480874317,1703553795627491520
720,3,health,63,6.92964480874317,1703553805020523879
720,3,education,63,6.92964480874317,1703553805020523879
720,3,Agriculture,63,6.92964480874317,1703553805020523879
720,3,technology,63,6.92964480874317,1703553805020523879
720,0,transport,63,6.92964480874317,1703553805020523879
720,13,climate_environment,63,6.92964480874317,1703553805020523879
720,36,finance,63,6.92964480874317,1703553805020523879
730,3,health,63,6.92964480874317,1703553814615780202
730,3,education,63,6.92964480874317,1703553814615780202
730,3,Agriculture,63,6.92964480874317,1703553814615780202
730,3,technology,63,6.92964480874317,1703553814615780202
730,0,transport,63,6.92964480874317,1703553814615780202
730,13,climate_environment,63,6.92964480874317,1703553814615780202
730,36,finance,63,6.92964480874317,1703553814615780202
740,3,health,63,7.688844086021506,1703553825971938079
740,3,education,63,7.688844086021506,1703553825971938079
740,3,Agriculture,63,7.688844086021506,1703553825971938079
740,3,technology,63,7.688844086021506,1703553825971938079
740,0,transport,63,7.688844086021506,1703553825971938079
740,14,climate_environment,63,7.688844086021506,1703553825971938079
740,36,finance,63,7.688844086021506,1703553825971938079
750,3,health,63,7.688844086021506,1703553836450244866
750,3,education,63,7.688844086021506,1703553836450244866
750,3,Agriculture,63,7.688844086021506,1703553836450244866
750,3,technology,63,7.688844086021506,1703553836450244866
750,0,transport,63,7.688844086021506,1703553836450244866
750,14,climate_environment,63,7.688844086021506,1703553836450244866
750,36,finance,63,7.688844086021506,1703553836450244866
760,3,health,63,7.688844086021506,1703553846674849775
760,3,education,63,7.688844086021506,1703553846674849775
760,3,Agriculture,63,7.688844086021506,1703553846674849775
760,3,technology,63,7.688844086021506,1703553846674849775
760,0,transport,63,7.688844086021506,1703553846674849775
760,14,climate_environment,63,7.688844086021506,1703553846674849775
760,36,finance,63,7.688844086021506,1703553846674849775
770,3,health,63,7.688844086021506,1703553855740390162
770,3,education,63,7.688844086021506,1703553855740390162
770,3,Agriculture,63,7.688844086021506,1703553855740390162
770,3,technology,63,7.688844086021506,1703553855740390162
770,0,transport,63,7.688844086021506,1703553855740390162
770,14,climate_environment,63,7.688844086021506,1703553855740390162
770,36,finance,63,7.688844086021506,1703553855740390162
780,3,health,63,8.073567708333334,1703553869957923055
780,5,education,63,8.073567708333334,1703553869957923055
780,3,Agriculture,63,8.073567708333334,1703553869957923055
780,3,technology,63,8.073567708333334,1703553869957923055
780,0,transport,63,8.073567708333334,1703553869957923055
780,14,climate_environment,63,8.073567708333334,1703553869957923055
780,36,finance,63,8.073567708333334,1703553869957923055
790,3,health,63,8.087820512820514,1703553879202562915
790,5,education,63,8.087820512820514,1703553879202562915
790,3,Agriculture,63,8.087820512820514,1703553879202562915
790,4,technology,63,8.087820512820514,1703553879202562915
790,0,transport,63,8.087820512820514,1703553879202562915
790,14,climate_environment,63,8.087820512820514,1703553879202562915
790,36,finance,63,8.087820512820514,1703553879202562915
800,4,health,84,8.14709595959596,1703553890165010688
800,5,education,84,8.14709595959596,1703553890165010688
800,3,Agriculture,84,8.14709595959596,1703553890165010688
800,4,technology,84,8.14709595959596,1703553890165010688
800,0,transport,84,8.14709595959596,1703553890165010688
800,14,climate_environment,84,8.14709595959596,1703553890165010688
800,36,finance,84,8.14709595959596,1703553890165010688
810,4,health,84,8.14709595959596,1703553900041067618
810,5,education,84,8.14709595959596,1703553900041067618
810,3,Agriculture,84,8.14709595959596,1703553900041067618
810,4,technology,84,8.14709595959596,1703553900041067618
810,0,transport,84,8.14709595959596,1703553900041067618
810,14,climate_environment,84,8.14709595959596,1703553900041067618
810,36,finance,84,8.14709595959596,1703553900041067618
820,4,health,84,8.14709595959596,1703553909170243266
820,5,education,84,8.14709595959596,1703553909170243266
820,3,Agriculture,84,8.14709595959596,1703553909170243266
820,4,technology,84,8.14709595959596,1703553909170243266
820,0,transport,84,8.14709595959596,1703553909170243266
820,14,climate_environment,84,8.14709595959596,1703553909170243266
820,36,finance,84,8.14709595959596,1703553909170243266
830,4,health,84,8.14709595959596,1703553919484843145
830,5,education,84,8.14709595959596,1703553919484843145
830,3,Agriculture,84,8.14709595959596,1703553919484843145
830,4,technology,84,8.14709595959596,1703553919484843145
830,0,transport,84,8.14709595959596,1703553919484843145
830,14,climate_environment,84,8.14709595959596,1703553919484843145
830,36,finance,84,8.14709595959596,1703553919484843145
840,5,health,84,8.59266169154229,1703553929559440944
840,5,education,84,8.59266169154229,1703553929559440944
840,3,Agriculture,84,8.59266169154229,1703553929559440944
840,4,technology,84,8.59266169154229,1703553929559440944
840,0,transport,84,8.59266169154229,1703553929559440944
840,14,climate_environment,84,8.59266169154229,1703553929559440944
840,36,finance,84,8.59266169154229,1703553929559440944
850,5,health,84,8.59266169154229,1703553938890029753
850,5,education,84,8.59266169154229,1703553938890029753
850,3,Agriculture,84,8.59266169154229,1703553938890029753
850,4,technology,84,8.59266169154229,1703553938890029753
850,0,transport,84,8.59266169154229,1703553938890029753
850,14,climate_environment,84,8.59266169154229,1703553938890029753
850,36,finance,84,8.59266169154229,1703553938890029753
860,5,health,84,8.59266169154229,1703553947788869165
860,5,education,84,8.59266169154229,1703553947788869165
860,3,Agriculture,84,8.59266169154229,1703553947788869165
860,4,technology,84,8.59266169154229,1703553947788869165
860,0,transport,84,8.59266169154229,1703553947788869165
860,14,climate_environment,84,8.59266169154229,1703553947788869165
860,36,finance,84,8.59266169154229,1703553947788869165
870,5,health,84,8.59266169154229,1703553956509343370
870,5,education,84,8.59266169154229,1703553956509343370
870,3,Agriculture,84,8.59266169154229,1703553956509343370
870,4,technology,84,8.59266169154229,1703553956509343370
870,0,transport,84,8.59266169154229,1703553956509343370
870,14,climate_environment,84,8.59266169154229,1703553956509343370
870,36,finance,84,8.59266169154229,1703553956509343370
880,5,health,84,9.05453431372549,1703553965744748707
880,5,education,84,9.05453431372549,1703553965744748707
880,3,Agriculture,84,9.05453431372549,1703553965744748707
880,4,technology,84,9.05453431372549,1703553965744748707
880,0,transport,84,9.05453431372549,1703553965744748707
880,15,climate_environment,84,9.05453431372549,1703553965744748707
880,36,finance,84,9.05453431372549,1703553965744748707
890,5,health,84,9.05453431372549,1703553974112317323
890,5,education,84,9.05453431372549,1703553974112317323
890,3,Agriculture,84,9.05453431372549,1703553974112317323
890,4,technology,84,9.05453431372549,1703553974112317323
890,0,transport,84,9.05453431372549,1703553974112317323
890,15,climate_environment,84,9.05453431372549,1703553974112317323
890,36,finance,84,9.05453431372549,1703553974112317323
900,5,health,84,9.05453431372549,1703553983452936848
900,5,education,84,9.05453431372549,1703553983452936848
900,3,Agriculture,84,9.05453431372549,1703553983452936848
900,4,technology,84,9.05453431372549,1703553983452936848
900,0,transport,84,9.05453431372549,1703553983452936848
900,15,climate_environment,84,9.05453431372549,1703553983452936848
900,36,finance,84,9.05453431372549,1703553983452936848
910,5,health,84,9.05453431372549,1703553992899574080
910,5,education,84,9.05453431372549,1703553992899574080
910,3,Agriculture,84,9.05453431372549,1703553992899574080
910,4,technology,84,9.05453431372549,1703553992899574080
910,0,transport,84,9.05453431372549,1703553992899574080
910,15,climate_environment,84,9.05453431372549,1703553992899574080
910,36,finance,84,9.05453431372549,1703553992899574080
920,5,health,84,9.05453431372549,1703554002287022868
920,5,education,84,9.05453431372549,1703554002287022868
920,3,Agriculture,84,9.05453431372549,1703554002287022868
920,4,technology,84,9.05453431372549,1703554002287022868
920,0,transport,84,9.05453431372549,1703554002287022868
920,15,climate_environment,84,9.05453431372549,1703554002287022868
920,36,finance,84,9.05453431372549,1703554002287022868
930,5,health,84,9.705917874396135,1703554011832054050
930,5,education,84,9.705917874396135,1703554011832054050
930,3,Agriculture,84,9.705917874396135,1703554011832054050
930,5,technology,84,9.705917874396135,1703554011832054050
930,0,transport,84,9.705917874396135,1703554011832054050
930,15,climate_environment,84,9.705917874396135,1703554011832054050
930,36,finance,84,9.705917874396135,1703554011832054050
940,5,health,84,9.610119047619047,1703554021031044657
940,6,education,84,9.610119047619047,1703554021031044657
940,3,Agriculture,84,9.610119047619047,1703554021031044657
940,5,technology,84,9.610119047619047,1703554021031044657
940,0,transport,84,9.610119047619047,1703554021031044657
940,15,climate_environment,84,9.610119047619047,1703554021031044657
940,36,finance,84,9.610119047619047,1703554021031044657
950,6,health,84,9.671948356807512,1703554030957031947
950,6,education,84,9.671948356807512,1703554030957031947
950,3,Agriculture,84,9.671948356807512,1703554030957031947
950,5,technology,84,9.671948356807512,1703554030957031947
950,0,transport,84,9.671948356807512,1703554030957031947
950,15,climate_environment,84,9.671948356807512,1703554030957031947
950,36,finance,84,9.671948356807512,1703554030957031947
960,6,health,84,9.671948356807512,1703554040897082329
960,6,education,84,9.671948356807512,1703554040897082329
960,3,Agriculture,84,9.671948356807512,1703554040897082329
960,5,technology,84,9.671948356807512,1703554040897082329
960,0,transport,84,9.671948356807512,1703554040897082329
960,15,climate_environment,84,9.671948356807512,1703554040897082329
960,36,finance,84,9.671948356807512,1703554040897082329
970,6,health,84,9.338267543859649,1703554050429401200
970,6,education,84,9.338267543859649,1703554050429401200
970,3,Agriculture,84,9.338267543859649,1703554050429401200
970,5,technology,84,9.338267543859649,1703554050429401200
970,0,transport,84,9.338267543859649,1703554050429401200
970,20,climate_environment,84,9.338267543859649,1703554050429401200
970,36,finance,84,9.338267543859649,1703554050429401200
980,6,health,84,8.971354166666668,1703554059952681515
980,6,education,84,8.971354166666668,1703554059952681515
980,3,Agriculture,84,8.971354166666668,1703554059952681515
980,5,technology,84,8.971354166666668,1703554059952681515
980,0,transport,84,8.971354166666668,1703554059952681515
