url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
https://data.gov.uk,health,1675203015279592369
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
https://data.gov.uk,health,1678297642027417640
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
url,category,timestamp
https://data.gov.uk,health,1678352825888565566
https://data.gov.uk/search?filters%5Btopic%5D=Digital+service+performance,health,1678352874170263807
https://data.gov.uk/dataset/257b5c3d-4bfc-4620-9d01-c9f1541b7126/correspondence-case-record-treat-official,transport,1678352878975519151
https://data.gov.uk/dataset/3bff64e9-0691-4569-bf12-323d4e60220e/uk-house-price-index,health,1678352887003476638
https://data.gov.uk/dataset/4914aa92-d251-4e87-97c3-53c39fabb405/fsa-headcount,health,1678352895170425766
https://data.gov.uk/dataset/4f5d1d08-698b-4dc8-af78-41fa2610f175/fsa-data-catalogue,health,1678352903081214116
https://data.gov.uk/dataset/5b5f0921-3138-4f22-8952-583316ceb6c5/oft-monthly-workforce-management-information-april-august-2011,health,1678352913173629220
https://data.gov.uk/dataset/7d866093-2af5-4076-896a-2d19ca2708bb/transaction-data,health,1678352926422687501
https://data.gov.uk/dataset/d3586c23-ccd7-4c66-b21b-5d996f152015/allergy-alerts,health,1678352934764075773
https://data.gov.uk/dataset/1f3aaf87-3d53-475e-a829-d5d3a2aca8ca/survey-of-non-user-exporters,health,1678352942715969923
https://data.gov.uk/dataset/38cf91d6-11f6-4bfb-afc7-e899194c5b10/fipronil-in-eggs,health,1678352950277698454
https://data.gov.uk/dataset/6ad174b4-a4f6-47f1-92ea-0e0b04566d70/food-and-feed-businesses-subject-to-intensified-official-controls,health,1678352959981668787
https://data.gov.uk/dataset/830c4558-6df7-4c83-a7a6-796390b9516f/request-for-information-requisition-data,health,1678352969084535687
https://data.gov.uk/dataset/d20d7e12-b965-45e5-b99f-ed053e25d35d/corporation-tax-liabilities,health,1678352977235734194
https://data.gov.uk/dataset/1f86213b-d699-4184-9dd6-4f495b48f0f0/hydrocarbon-oils-bulletin,health,1678352985844572842
https://data.gov.uk/dataset/2a0f5a33-c21f-40c7-8ed4-ffc61fdee50d/individual-savings-accounts-main-tables-9-4,health,1678352993965467666
https://data.gov.uk/dataset/382290b5-1651-4124-850d-27f638f3f88e/individual-savings-accounts-main-tables-9-6,health,1678353006669161601
https://data.gov.uk/dataset/42c207ec-85fd-4933-b039-e7ada7e46f78/insurance-premium-tax-bulletin,climate_environment,1678353015060158518
https://data.gov.uk/dataset/0a29325d-7909-4f4a-a6bd-6eab6c525b8e/hm-revenue-customs-receipts,health,1678353022096497033
