url,timestamp,timeelapse
https://data.gov.uk,1685800350551068880,0.0
https://data.gov.uk/search?filters%5Btopic%5D=Mapping,1685800372576924246,22025855232.0
https://data.gov.uk/dataset/35ff7c5e-deac-4100-a5e1-f5deabaabad4/intangibles-survey,1685800390764436326,18187512064.0
https://data.gov.uk/search?filters%5Btopic%5D=Health,1685800414632524933,23868088832.0
https://data.gov.uk/search?filters%5Btopic%5D=Crime+and+justice,1685800448644920450,34012395520.0
https://data.gov.uk/search?filters%5Btopic%5D=Transport,1685800478208950233,29564029696.0
https://data.gov.uk/dataset/bd5b1ce2-cd19-4828-8224-f58a2335f3d7/safety-on-the-railways,1685800495417280183,17208329984.0
https://data.gov.uk/dataset/f05db62f-2829-4e27-8c89-0a6f5041c2d7/doctors-dentists-datamart-dddm,1685800510332004910,14914724608.0
https://data.gov.uk/search?filters%5Btopic%5D=Business+and+economy,1685800534993582894,24661577984.0
https://data.gov.uk/dataset/98e9667d-3e63-4d60-bfca-d20bfbe60696/income-tax-receipts,1685800558063165660,23069582848.0
https://data.gov.uk/search?filters%5Btopic%5D=Government+reference+data,1685800574792327718,16729161984.0
https://data.gov.uk/dataset/e10074d0-8719-4e85-a204-38b22f19dcc6/criminal-investigation-data,1685800602387588318,27595260672.0
https://data.gov.uk/search?filters%5Btopic%5D=Environment,1685800625342299055,22954710784.0
https://data.gov.uk/dataset/f2d80b15-cdf9-46b8-8e4a-8e4c539ec53b/climate-change-levy,1685800639664210735,14321911552.0
https://data.gov.uk/search?filters%5Btopic%5D=Education,1685800663088290396,23424079616.0
https://data.gov.uk/dataset/e0c41cca-3fa1-470a-819b-11b886f3cc45/unregistered-schools-management-information,1685800683542422055,20454131712.0
https://data.gov.uk/dataset/66a4e7f9-034a-4dc2-a8f7-c0ea8983596c/historic-buildings-at-risk,1685800701905196246,18362774272.0
https://data.gov.uk/search?filters%5Btopic%5D=Towns+and+cities,1685800730818368285,28913171968.0
https://data.gov.uk/dataset/fa20eba3-a3a8-4b57-8a40-d2893e2e4671/ceaser-reports,1685800743419180954,12600812800.0
https://data.gov.uk/search?filters%5Btopic%5D=Digital+service+performance,1685800762621653737,19202472704.0
